txt,name,source_link,doc_type,dictionary_type
unsupported condition of such a game commissioner to endure. That state,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"has a wild fauna worth preserving for her sons and grandsons, and it is",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
inconceivable that the funds vitally necessary to this public service,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
can not be found.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"ALABAMA.--I cite the case of Alabama because, in view of its position in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
a group of states that until recently have cared little about game,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"protection, it may be regarded as an unusual case. Commissioner John H.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Wallace, Jr., has evolved order out of chaos,--and something approaching",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
a reign of law out of the absence of law. To-day the State of Alabama,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
stands as an example of what can be accomplished by and through one,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"clear-headed, determined man who is right, and knows that he is right.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"NEW JERSEY.--Alabama reminds one of New Jersey, and of State Game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Commissioner Ernest Napier. I have seen him on the firing-line, and I",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
know that his strong devotion to the interests of the wild life of his,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"state, his determination to protect it at all costs, and his resistless",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"confidence in asking for what is right, have made him a power for good.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"The state legislature believes in him, and enacts the laws that he says",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"are right and necessary. He serves without salary, and gives to the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"state time, labor and money. It is a pleasure to work with such a man.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
In 1912 Commissioner Napier won a pitched battle with the makers of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"automatic and pump guns, both shotguns and rifles, and debarred all",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
those weapons from use _in hunting_ in New Jersey unless satisfactorily,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
reduced to two shots.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
MASSACHUSETTS.--The state of Massachusetts is fortunate in the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"possession of a very fine corps of ornithologists, nature lovers,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
sportsmen and leading citizens who on all questions affecting wild life,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
occupy high ground and are not afraid to maintain it. It would be a,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
pleasure to write an entire chapter on this subject. The record of the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Massachusetts Army of the Defense is both an example and an inspiration,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
to the people of other states. Not only is the cause of protection,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
championed by the State Game Commission but it also receives constant,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"and powerful support from the State Board of Agriculture, which",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
maintains on its staff Mr. E.H. Forbush as State Ornithologist. The,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"bird-protection publications of the Board are of great economic value,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
and they are also an everlasting credit to the state. The very latest is,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"a truly great wild-life-protection volume of 607 pages, by Mr. Forbush,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"entitled ""_Game Birds, Wild-Fowl and Shore Birds_."" It is a publication",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"most damaging to the cause of the Army of Destruction, and I heartily",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
wish a million copies might be printed and placed in the hands of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
lawmakers and protectors.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The fight last winter and spring for a no-sale-of-game law was the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Gettysburg for Massachusetts. The voice of the People was heard in no,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"uncertain tones, and the Destroyers were routed all along the line. The",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"leaders in that struggle on the protection side were E.H. Forbush,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"William P. Wharton, Dr. George W. Field, Edward N. Goding, Lyman E.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Hurd, Ralph Holman, Rev. Wm. R. Lord and Salem D. Charles. With such",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"leaders and such supporters, any wild-life cause can be won, anywhere!",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
PENNSYLVANIA.--The case of Pennsylvania is rather peculiar. As yet there,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
is no large and resistless organized body of real sportsmen to rally to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the support of the State Game Commission in great causes, as is the case",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"in New York. As a result, with a paltry fund of only $20,000 for annual",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"maintenance, and much opposition from hunters and farmers, the situation",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"is far from satisfactory. Fortunately Dr. Joseph Kalbfus, Secretary of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the Commission and chief executive officer, is a man of indomitable",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
courage and determination. But for this state of mind he would ere this,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
have given up the fight for the hunter's license law (of one dollar per,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"year), which has been bitterly opposed by a very aggressive and noisy",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
group of gunners who do not seem to know that they are grievously,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
misled.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Fortunately, Commissioner John M. Phillips, of Pittsburgh is the ardent",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
supporter of Dr. Kalbfus and a vigorous fighter for justice to wild,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"life. He devotes to the cause a great amount of time and effort, and in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
addition to serving without salary he pays all his campaign expenses out,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of his own pocket. His only recompense for all this is the sincere,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"admiration of his friends, and the consciousness of having done his full",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
duty toward the wild life and the people of his native state.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE STATE AUDUBON SOCIETIES.--It is impossible to estimate the full,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
value of the influence and work of the State Audubon Societies of the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
United States. Thus far these societies exist in thirty-nine states.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"From the beginning, their efforts have tended especially toward the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"preservation of the non-game birds, and it is well that the song and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
other insectivorous birds have thus been specially championed.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Unfortunately, however, if that policy is pursued exclusively, it leaves",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
154 very important species of game birds practically at the mercy of the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Army of Destruction! It would seem that the time has come when all,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Audubon Societies should take up, as a part of their work, active",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
co-operation in helping to save the game birds from extermination.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE NATIONAL ORGANIZATIONS OF NEW YORK CITY,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"On January 1, 1895, the United States of America contained, so far as I",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"am aware, not one organization of national scope which was devoting any",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
large amount of its resources and activities to the protection of wild,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
life. At that time the former activities of the A.O.U. Committee on Bird,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Protection had lapsed. To-day the city of New York contains six national,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"organizations, and it is now a great center of nation-wide activities in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"behalf of preservation. Furthermore, these activities are steadily",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"growing, and securing practical results.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE NEW YORK ZOOLOGICAL SOCIETY.--In 1895 there was born into the world,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"a scientific organization having for its second declared object ""the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"preservation of our native animals."" It was the first scientific society",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"or corporation ever formed, so far as I am aware, having a specifically",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
declared object of that kind. It owes its existence and its presence in,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the field of wild-life conservation to the initiative and persistence of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Mr. Madison Grant and Prof. Henry Fairfield Osborn. For sixteen years,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
these two officers have worked together virtually as one man. It is not,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
strange to find a sportsman like Mr. Grant promoting the wild-life,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"cause, but it is a fact well worthy of note that of all the zoologists",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of the world, Professor Osborn is the only one of real renown who has",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"actively and vigorously engaged in this cause, and taken a place in the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
front rank of the Defenders.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Mr. Grant's influence on the protection cause has been strong and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"far-reaching,--far more so than the majority of his own friends are",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
aware. He has promoted important protectionist causes from Alaska to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Louisiana and Newfoundland, and helped to win many important victories.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE BOONE AND CROCKETT CLUB.--This organization of big game sportsmen,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"was founded in 1885, and is the oldest of its kind in the United",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"States. Its members always have supported the cause of protection, by",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
law and by the making of game preserves. In all this work Mr. George,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Bird Grinnell, for twenty-five years editor of _Forest and Stream_,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"has been an important factor. As stated elsewhere, the club's written",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
and unwritten code of ethics in big-game hunting is very strict. In,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"course of time a Committee on Game Protection was formed, and it",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
actively entered that field.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
[Illustration: NOTABLE PROTECTORS OF WILD LIFE (III),Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
JOSEPH KALBFUS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Chief Game Protector and Secretary, Pennsylvania Board of Game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Commissioners,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
JOHN M. PHILLIPS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Member, Pennsylvania Board of Game Commissioners",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
EDWARD A. McILHENNY,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Founder of Wild-Fowl Preserves in Louisiana,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
CHARLES WILLIS WARD,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Founder of Wild-Fowl preserves in Louisiana],Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE NATIONAL ASSOCIATION OF AUDUBON SOCIETIES.--This organization was,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"founded by William Dutcher, in 1902, and in 1906 it was endowed to the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"extent of $322,000 by the bequest of Albert Wilcox. Subsequent",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"endowments, together with the annual contributions of members and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"friends, now give the Association an annual income of $60,000. It",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
maintains eight widely-separated field agents and lecturers and forty,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
special game wardens of bird refuges. It maintains Secretary T. Gilbert,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Pearson and a number of other good men constantly on the firing-line;,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
and these forces have achieved many valuable results. After years of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"stress and struggle, it now seems almost certain that this organization",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"will save the two white egrets,--producers of ""the white badge of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"cruelty,""--to the bird fauna of the United States, as in a similar",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"manner it has saved the gulls, terns and other sea birds of our lakes",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
and coast line.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
This splendid organization is one of the monuments to William Dutcher.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"More than two years ago he was stricken with paralysis, and now sits in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"an invalid's chair at his home in Plainfield, New Jersey. His mind is",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"clear and his interest in wild-life protection is keen, but he is unable",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"to speak or to write. While he was active, he was one of the most",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
resourceful and fearless champions of the cause of the vanishing birds.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
To him the farmers of America owe ten times more than they ever will,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"know, and a thousand times more than they ever will repay, either to him",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
or to his cause.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"THE CAMP-FIRE CLUB OF AMERICA.--Although founded in 1897, this",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"organization did not, as an organization, actively enter the field of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
protection until 1909. Since that time its work has covered a wide,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"field, and enlisted the activities of many of its members. In order to",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"provide a permanent fund for its work, each year the club members pay",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
special annual dues that are devoted solely to the wild-life cause. The,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Committee on Game Protective Legislation and Preserves is a strong,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"hard-working body, and it has rendered good service in the lines of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
activity named in its title.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE AMERICAN GAME PROTECTIVE AND PROPAGATION ASSOCIATION.--This is the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"youngest protective organization of national scope, having been",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"organized in 1911. Its activities are directed by John B. Burnham, for",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"five years Chief Game Protector of the State of New York, and a man",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
thoroughly conversant with the business of protection. The organization,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
is financed chiefly by means of a large annual fund contributed by,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
several of the largest companies engaged in manufacturing firearms and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"ammunition, whose directors feel that the time has come when it is both",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
wise and necessary to take practical measures to preserve the remnant of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
American game. Already the activities of this organization cover a wide,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"range, and it has been particularly active in enlisting support for the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Weeks bill for the federal protection of migratory birds.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"THE WILD LIFE PROTECTIVE ASSOCIATION came into existence in 1910, rather",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"suddenly, for the purpose of promoting the cause of the Bayne",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"no-sale-of-game bill, and other measures. It raised the fund that met",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the chief expenses of that campaign. Since that time it has taken an,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"important part in three other hotly contested campaigns in other states,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
two of which were successful.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"At the present moment, and throughout the future, these New York",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
organizations need _large sums of money_ with which to meet the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
legitimate expenses of active campaigns for great measures. They need,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_some_ money from outside the state of New York! _Too much of the burden,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of national campaigning has been and is being left to be borne by the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
people of New York City_. This policy is growing monotonous. There is,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"every reason why Chicago, St. Louis, Cincinnati, Pittsburgh, Cleveland,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Philadelphia, Baltimore and Boston should each year turn $100,000 into",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the hands of these well-equipped and well managed national organizations,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"whose officers know _how to get results_, all over our country.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Such organizations as these do not exist in other cities; and this is,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
very unfortunate. New Orleans should be a center of protectionist,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"activity for the South, San Francisco for the Pacific slope, and Chicago",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
for the Middle West. Will they not become so?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
TWO INDEPENDENT WORKERS.--At the western edge of the delta of the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Mississippi there have arisen two men who loom up into prominence at an,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
outpost of the Army of Defense which they themselves have established.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
For what they already have done in the creation of wild-fowl preserves,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"in Louisiana, Edward A. McIlhenny and Charles Willis Ward deserve the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
thanks of the American People-at-large. An account of their splendid,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"activities, and the practical results already secured, will be found in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Chapter XXXVIII, on ""Private Game Preserves,"" and in the story of Marsh",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Island. Already the home of these gentlemen, Avery Island, Louisiana,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
has become an important center of activity in wild-life protection.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
CHAPTER XXVII,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
HOW TO MAKE A NEW GAME LAW,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"THE LINE OF ACTION.--In the face of a calamity, the saving of life and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
property and the check of fire and flood depends upon good judgment and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"quick action at the critical moment. In emergencies, the slow and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"academic method will not serve. It is the run, the jump, the short cut",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"and the violent method that saves life. If a woman is drowning, the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
sensible man does not wait for an introduction to her; nor does he run,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"to an acquaintance to borrow his boat, or stop to put on a collar and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"necktie. He seizes the first boat that he can find, and breaks its lock",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"and chain if necessary; or, failing that, he plunges in without one.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"When he reaches the imperiled party, he doesn't say, ""Will you kindly",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"let me save you?"" He seizes her by the hair, and tries to keep her head",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"above water, without ceremony.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
That is to-day the condition and the treatment necessary regarding our,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"remnant of wild life. We are compelled to act quickly, directly, and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"even violently at times, if we save anything worth while.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"There is _no time_ to depend upon the academic ""education"" of the public",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"by the seductive illustrated lecture on birds, or the article about the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"habits of mammals. Those methods are all well enough in their places,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"but we must not depend upon them in emergencies like the present, for",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
they do not pass laws or arrest lawbreakers. Give the public all of that,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"material that you can supply, and the more the better, but for heaven's",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"sake _do not_ depend upon the spread of bird-lore ""education"" to stop",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the work of the game-hogs! If you do, all the wild life will be",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
destroyed while the educational work is going on.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Often you can educate a gunner, and make him a protectionist; but you",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
never can do it by showing him pictures of birds. He needs strong,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"reasoning and exhortation, not bird-lore. To-day it is necessary to",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"employ the most direct, forceful and at times even rude methods. Where",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"slaughtering cannot be stopped by moral suasion, it must be stopped with",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"a hickory club. The thing to do is to _get results, and get them",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"quickly, before it is too late_!",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"If the business section of a town is burning down, no one goes into the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"suburbs to lecture on architecture, or exhibit pictures of fire",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"apparatus. The rush is for water, fire-engines, red-blooded men and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
dynamite. When the birds all around you are being shot to death by,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"poachers who fear not God nor regard man, and you need help to stop it",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"on the instant, run to your neighbor's house, and ring his bell. If he",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"fails to hear the bell, pound on his door until you jar the whole house.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"When he comes down half-dressed, blinking and rubbing his eyes, shout",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
at him:,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""Come out! Your birds are all being shot to pieces!""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""Are they?"" he will say. ""But what can _I_ do about it? I can't help it!",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"I'm no game warden.""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
